TERYT gminy,gmina,powiat,województwo,Liczba osób przypisanych do gminy wg adresu zameldowania na pobyt stały,Liczba osób przypisanych do gminy wg adresu zamieszkania (dopisanych na wniosek)
1420052,DZIERZĄŻNIA,PŁOŃSKI,MAZOWIECKIE,23,
1420062,JONIEC,PŁOŃSKI,MAZOWIECKIE,45,2
1420072,NARUSZEWO,PŁOŃSKI,MAZOWIECKIE,32,3
1420084,NOWE MIASTO,PŁOŃSKI,MAZOWIECKIE,22,
1420085,NOWE MIASTO,PŁOŃSKI,MAZOWIECKIE,24,2
1420092,PŁOŃSK,PŁOŃSKI,MAZOWIECKIE,63,4
1420102,RACIĄŻ,PŁOŃSKI,MAZOWIECKIE,47,1
1420114,SOCHOCIN,PŁOŃSKI,MAZOWIECKIE,9,1
1420115,SOCHOCIN,PŁOŃSKI,MAZOWIECKIE,24,2
1420122,ZAŁUSKI,PŁOŃSKI,MAZOWIECKIE,52,3
1421011,PIASTÓW,PRUSZKOWSKI,MAZOWIECKIE,315,12
1421021,PRUSZKÓW,PRUSZKOWSKI,MAZOWIECKIE,777,35
1421034,BRWINÓW,PRUSZKOWSKI,MAZOWIECKIE,228,17
1421035,BRWINÓW,PRUSZKOWSKI,MAZOWIECKIE,251,19
1421042,MICHAŁOWICE,PRUSZKOWSKI,MAZOWIECKIE,312,14
1421052,NADARZYN,PRUSZKOWSKI,MAZOWIECKIE,215,39
1421062,RASZYN,PRUSZKOWSKI,MAZOWIECKIE,264,24
1422011,PRZASNYSZ,PRZASNYSKI,MAZOWIECKIE,198,3
1422024,CHORZELE,PRZASNYSKI,MAZOWIECKIE,27,
1422025,CHORZELE,PRZASNYSKI,MAZOWIECKIE,50,
1422032,CZERNICE BOROWE,PRZASNYSKI,MAZOWIECKIE,17,
1422042,JEDNOROŻEC,PRZASNYSKI,MAZOWIECKIE,48,2
1422052,KRASNE,PRZASNYSKI,MAZOWIECKIE,22,
1422062,KRZYNOWŁOGA MAŁA,PRZASNYSKI,MAZOWIECKIE,21,
1422072,PRZASNYSZ,PRZASNYSKI,MAZOWIECKIE,34,1
1423012,BORKOWICE,PRZYSUSKI,MAZOWIECKIE,56,
1423022,GIELNIÓW,PRZYSUSKI,MAZOWIECKIE,44,1
1423032,KLWÓW,PRZYSUSKI,MAZOWIECKIE,98,7
1423042,ODRZYWÓŁ,PRZYSUSKI,MAZOWIECKIE,46,6
1423052,POTWORÓW,PRZYSUSKI,MAZOWIECKIE,32,1
1423064,PRZYSUCHA,PRZYSUSKI,MAZOWIECKIE,117,3
1423065,PRZYSUCHA,PRZYSUSKI,MAZOWIECKIE,73,4
1423072,RUSINÓW,PRZYSUSKI,MAZOWIECKIE,30,1
1423082,WIENIAWA,PRZYSUSKI,MAZOWIECKIE,68,4
1424012,GZY,PUŁTUSKI,MAZOWIECKIE,18,
1424022,OBRYTE,PUŁTUSKI,MAZOWIECKIE,25,
1424032,POKRZYWNICA,PUŁTUSKI,MAZOWIECKIE,26,2
1424044,PUŁTUSK,PUŁTUSKI,MAZOWIECKIE,185,12
1424045,PUŁTUSK,PUŁTUSKI,MAZOWIECKIE,33,
1424052,ŚWIERCZE,PUŁTUSKI,MAZOWIECKIE,33,7
1424062,WINNICA,PUŁTUSKI,MAZOWIECKIE,27,
1424072,ZATORY,PUŁTUSKI,MAZOWIECKIE,20,2
1425011,PIONKI,RADOMSKI,MAZOWIECKIE,192,3
1425022,GÓZD,RADOMSKI,MAZOWIECKIE,54,2
1425034,IŁŻA,RADOMSKI,MAZOWIECKIE,68,1
1425035,IŁŻA,RADOMSKI,MAZOWIECKIE,106,
1425042,JASTRZĘBIA,RADOMSKI,MAZOWIECKIE,33,
1425052,JEDLIŃSK,RADOMSKI,MAZOWIECKIE,81,2
1425064,JEDLNIA-LETNISKO,RADOMSKI,MAZOWIECKIE,45,1
1425065,JEDLNIA-LETNISKO,RADOMSKI,MAZOWIECKIE,55,2
1425072,KOWALA,RADOMSKI,MAZOWIECKIE,90,5
1425082,PIONKI,RADOMSKI,MAZOWIECKIE,92,3
1425092,PRZYTYK,RADOMSKI,MAZOWIECKIE,38,
1425104,SKARYSZEW,RADOMSKI,MAZOWIECKIE,29,
1425105,SKARYSZEW,RADOMSKI,MAZOWIECKIE,57,1
1425112,WIERZBICA,RADOMSKI,MAZOWIECKIE,73,1
1425122,WOLANÓW,RADOMSKI,MAZOWIECKIE,48,4
1425132,ZAKRZEW,RADOMSKI,MAZOWIECKIE,78,1
1426012,DOMANICE,SIEDLECKI,MAZOWIECKIE,27,1
1426022,KORCZEW,SIEDLECKI,MAZOWIECKIE,37,
1426032,KOTUŃ,SIEDLECKI,MAZOWIECKIE,59,3
1426042,MOKOBODY,SIEDLECKI,MAZOWIECKIE,24,4
1426054,MORDY,SIEDLECKI,MAZOWIECKIE,16,
1426055,MORDY,SIEDLECKI,MAZOWIECKIE,31,1
1426062,PAPROTNIA,SIEDLECKI,MAZOWIECKIE,18,1
1426072,PRZESMYKI,SIEDLECKI,MAZOWIECKIE,29,
1426082,SIEDLCE,SIEDLECKI,MAZOWIECKIE,146,3
1426092,SKÓRZEC,SIEDLECKI,MAZOWIECKIE,49,2
1426102,SUCHOŻEBRY,SIEDLECKI,MAZOWIECKIE,28,4
1426112,WIŚNIEW,SIEDLECKI,MAZOWIECKIE,39,
1426122,WODYNIE,SIEDLECKI,MAZOWIECKIE,47,2
1426132,ZBUCZYN,SIEDLECKI,MAZOWIECKIE,66,4
1427011,SIERPC,SIERPECKI,MAZOWIECKIE,142,8
1427022,GOZDOWO,SIERPECKI,MAZOWIECKIE,32,1
1427032,MOCHOWO,SIERPECKI,MAZOWIECKIE,29,2
1427042,ROŚCISZEWO,SIERPECKI,MAZOWIECKIE,19,1
1427052,SIERPC,SIERPECKI,MAZOWIECKIE,43,3
1427062,SZCZUTOWO,SIERPECKI,MAZOWIECKIE,24,1
1427072,ZAWIDZ,SIERPECKI,MAZOWIECKIE,42,2
1428011,SOCHACZEW,SOCHACZEWSKI,MAZOWIECKIE,265,7
1428022,BROCHÓW,SOCHACZEWSKI,MAZOWIECKIE,23,1
1428032,IŁÓW,SOCHACZEWSKI,MAZOWIECKIE,36,1
1428042,MŁODZIESZYN,SOCHACZEWSKI,MAZOWIECKIE,29,2
1428052,NOWA SUCHA,SOCHACZEWSKI,MAZOWIECKIE,40,1
1428062,RYBNO,SOCHACZEWSKI,MAZOWIECKIE,17,3
1428072,SOCHACZEW,SOCHACZEWSKI,MAZOWIECKIE,61,2
1428082,TERESIN,SOCHACZEWSKI,MAZOWIECKIE,106,5
1429011,SOKOŁÓW PODLASKI,SOKOŁOWSKI,MAZOWIECKIE,225,3
1429022,BIELANY,SOKOŁOWSKI,MAZOWIECKIE,53,6
1429032,CERANÓW,SOKOŁOWSKI,MAZOWIECKIE,11,
1429042,JABŁONNA LACKA,SOKOŁOWSKI,MAZOWIECKIE,45,4
1429054,KOSÓW LACKI,SOKOŁOWSKI,MAZOWIECKIE,29,
1429055,KOSÓW LACKI,SOKOŁOWSKI,MAZOWIECKIE,42,3
1429062,REPKI,SOKOŁOWSKI,MAZOWIECKIE,52,
1429072,SABNIE,SOKOŁOWSKI,MAZOWIECKIE,28,1
1429082,SOKOŁÓW PODLASKI,SOKOŁOWSKI,MAZOWIECKIE,51,5
1429092,STERDYŃ,SOKOŁOWSKI,MAZOWIECKIE,26,1
1430012,CHLEWISKA,SZYDŁOWIECKI,MAZOWIECKIE,51,3
1430024,JASTRZĄB,SZYDŁOWIECKI,MAZOWIECKIE,10,
1430025,JASTRZĄB,SZYDŁOWIECKI,MAZOWIECKIE,30,
1430032,MIRÓW,SZYDŁOWIECKI,MAZOWIECKIE,10,
1430042,OROŃSKO,SZYDŁOWIECKI,MAZOWIECKIE,39,
1430054,SZYDŁOWIEC,SZYDŁOWIECKI,MAZOWIECKIE,146,3
1430055,SZYDŁOWIEC,SZYDŁOWIECKI,MAZOWIECKIE,32,
1432014,BŁONIE,WARSZAWSKI ZACHODNI,MAZOWIECKIE,147,8
1432015,BŁONIE,WARSZAWSKI ZACHODNI,MAZOWIECKIE,84,8
1432022,IZABELIN,WARSZAWSKI ZACHODNI,MAZOWIECKIE,245,21
1432032,KAMPINOS,WARSZAWSKI ZACHODNI,MAZOWIECKIE,44,9
1432042,LESZNO,WARSZAWSKI ZACHODNI,MAZOWIECKIE,107,12
1432054,ŁOMIANKI,WARSZAWSKI ZACHODNI,MAZOWIECKIE,306,35
1432055,ŁOMIANKI,WARSZAWSKI ZACHODNI,MAZOWIECKIE,220,21
1432064,OŻARÓW MAZOWIECKI,WARSZAWSKI ZACHODNI,MAZOWIECKIE,169,7
1432065,OŻARÓW MAZOWIECKI,WARSZAWSKI ZACHODNI,MAZOWIECKIE,146,7
1432072,STARE BABICE,WARSZAWSKI ZACHODNI,MAZOWIECKIE,349,34
1433011,WĘGRÓW,WĘGROWSKI,MAZOWIECKIE,125,4
1433022,GRĘBKÓW,WĘGROWSKI,MAZOWIECKIE,30,2
1433032,KORYTNICA,WĘGROWSKI,MAZOWIECKIE,47,3
1433042,LIW,WĘGROWSKI,MAZOWIECKIE,85,3
1433054,ŁOCHÓW,WĘGROWSKI,MAZOWIECKIE,80,5
1433055,ŁOCHÓW,WĘGROWSKI,MAZOWIECKIE,99,2
1433062,MIEDZNA,WĘGROWSKI,MAZOWIECKIE,21,1
1433072,SADOWNE,WĘGROWSKI,MAZOWIECKIE,39,1
1433082,STOCZEK,WĘGROWSKI,MAZOWIECKIE,28,1
1433092,WIERZBNO,WĘGROWSKI,MAZOWIECKIE,24,
1434011,KOBYŁKA,WOŁOMIŃSKI,MAZOWIECKIE,295,9
1434021,MARKI,WOŁOMIŃSKI,MAZOWIECKIE,436,44
1434031,ZĄBKI,WOŁOMIŃSKI,MAZOWIECKIE,456,50
1434041,ZIELONKA,WOŁOMIŃSKI,MAZOWIECKIE,263,9
1434052,DĄBRÓWKA,WOŁOMIŃSKI,MAZOWIECKIE,65,5
1434064,JADÓW,WOŁOMIŃSKI,MAZOWIECKIE,9,3
1434065,JADÓW,WOŁOMIŃSKI,MAZOWIECKIE,56,3
1434072,KLEMBÓW,WOŁOMIŃSKI,MAZOWIECKIE,74,3
1434082,POŚWIĘTNE,WOŁOMIŃSKI,MAZOWIECKIE,27,1
1434094,RADZYMIN,WOŁOMIŃSKI,MAZOWIECKIE,123,12
1434095,RADZYMIN,WOŁOMIŃSKI,MAZOWIECKIE,115,7
1434102,STRACHÓWKA,WOŁOMIŃSKI,MAZOWIECKIE,22,3
1434114,TŁUSZCZ,WOŁOMIŃSKI,MAZOWIECKIE,79,4
1434115,TŁUSZCZ,WOŁOMIŃSKI,MAZOWIECKIE,72,3
1434124,WOŁOMIN,WOŁOMIŃSKI,MAZOWIECKIE,411,14
1434125,WOŁOMIN,WOŁOMIŃSKI,MAZOWIECKIE,97,2
1435012,BRAŃSZCZYK,WYSZKOWSKI,MAZOWIECKIE,47,
1435022,DŁUGOSIODŁO,WYSZKOWSKI,MAZOWIECKIE,75,
1435032,RZĄŚNIK,WYSZKOWSKI,MAZOWIECKIE,42,4
1435042,SOMIANKA,WYSZKOWSKI,MAZOWIECKIE,28,4
1435054,WYSZKÓW,WYSZKOWSKI,MAZOWIECKIE,212,5
1435055,WYSZKÓW,WYSZKOWSKI,MAZOWIECKIE,57,2
1435062,ZABRODZIE,WYSZKOWSKI,MAZOWIECKIE,31,4
1436012,KAZANÓW,ZWOLEŃSKI,MAZOWIECKIE,28,1
1436022,POLICZNA,ZWOLEŃSKI,MAZOWIECKIE,38,2
1436032,PRZYŁĘK,ZWOLEŃSKI,MAZOWIECKIE,34,1
1436042,TCZÓW,ZWOLEŃSKI,MAZOWIECKIE,20,1
1436054,ZWOLEŃ,ZWOLEŃSKI,MAZOWIECKIE,104,1
1436055,ZWOLEŃ,ZWOLEŃSKI,MAZOWIECKIE,65,1
1437014,BIEŻUŃ,ŻUROMIŃSKI,MAZOWIECKIE,23,1
1437015,BIEŻUŃ,ŻUROMIŃSKI,MAZOWIECKIE,17,1
1437022,KUCZBORK-OSADA,ŻUROMIŃSKI,MAZOWIECKIE,36,
1437034,LUBOWIDZ,ŻUROMIŃSKI,MAZOWIECKIE,14,
1437035,LUBOWIDZ,ŻUROMIŃSKI,MAZOWIECKIE,38,
1437042,LUTOCIN,ŻUROMIŃSKI,MAZOWIECKIE,23,
1437052,SIEMIĄTKOWO,ŻUROMIŃSKI,MAZOWIECKIE,12,7
1437064,ŻUROMIN,ŻUROMIŃSKI,MAZOWIECKIE,141,
1437065,ŻUROMIN,ŻUROMIŃSKI,MAZOWIECKIE,40,
1438011,ŻYRARDÓW,ŻYRARDOWSKI,MAZOWIECKIE,284,19
1438024,MSZCZONÓW,ŻYRARDOWSKI,MAZOWIECKIE,53,2
1438025,MSZCZONÓW,ŻYRARDOWSKI,MAZOWIECKIE,35,2
1438032,PUSZCZA MARIAŃSKA,ŻYRARDOWSKI,MAZOWIECKIE,52,1
1438042,RADZIEJOWICE,ŻYRARDOWSKI,MAZOWIECKIE,53,
1438054,WISKITKI,ŻYRARDOWSKI,MAZOWIECKIE,12,1
1438055,WISKITKI,ŻYRARDOWSKI,MAZOWIECKIE,48,3
1461011,OSTROŁĘKA,OSTROŁĘKA,MAZOWIECKIE,472,23
1462011,PŁOCK,PŁOCK,MAZOWIECKIE,986,37
1463011,RADOM,RADOM,MAZOWIECKIE,1568,19
1464011,SIEDLCE,SIEDLCE,MAZOWIECKIE,786,35
1465011,WARSZAWA,WARSZAWA,MAZOWIECKIE,40109,3648
1601011,BRZEG,BRZESKI,OPOLSKIE,305,7
1601022,SKARBIMIERZ,BRZESKI,OPOLSKIE,56,3
1601034,GRODKÓW,BRZESKI,OPOLSKIE,54,
1601035,GRODKÓW,BRZESKI,OPOLSKIE,43,
1601044,LEWIN BRZESKI,BRZESKI,OPOLSKIE,41,1
1601045,LEWIN BRZESKI,BRZESKI,OPOLSKIE,23,1
1601052,LUBSZA,BRZESKI,OPOLSKIE,52,1
1601062,OLSZANKA,BRZESKI,OPOLSKIE,38,3
1602014,BABORÓW,GŁUBCZYCKI,OPOLSKIE,24,
1602015,BABORÓW,GŁUBCZYCKI,OPOLSKIE,21,
1602022,BRANICE,GŁUBCZYCKI,OPOLSKIE,49,1
1602034,GŁUBCZYCE,GŁUBCZYCKI,OPOLSKIE,121,6
1602035,GŁUBCZYCE,GŁUBCZYCKI,OPOLSKIE,71,2
1602044,KIETRZ,GŁUBCZYCKI,OPOLSKIE,33,1
1602045,KIETRZ,GŁUBCZYCKI,OPOLSKIE,42,
1603011,KĘDZIERZYN-KOŹLE,KĘDZIERZYŃSKO-KOZIELSKI,OPOLSKIE,436,12
1603022,BIERAWA,KĘDZIERZYŃSKO-KOZIELSKI,OPOLSKIE,40,3
1603032,CISEK,KĘDZIERZYŃSKO-KOZIELSKI,OPOLSKIE,33,
1603042,PAWŁOWICZKI,KĘDZIERZYŃSKO-KOZIELSKI,OPOLSKIE,31,2
1603052,POLSKA CEREKIEW,KĘDZIERZYŃSKO-KOZIELSKI,OPOLSKIE,31,1
1603062,REŃSKA WIEŚ,KĘDZIERZYŃSKO-KOZIELSKI,OPOLSKIE,44,1
1604014,BYCZYNA,KLUCZBORSKI,OPOLSKIE,37,1
1604015,BYCZYNA,KLUCZBORSKI,OPOLSKIE,29,
1604024,KLUCZBORK,KLUCZBORSKI,OPOLSKIE,247,6
1604025,KLUCZBORK,KLUCZBORSKI,OPOLSKIE,69,1
1604032,LASOWICE WIELKIE,KLUCZBORSKI,OPOLSKIE,31,5
1604044,WOŁCZYN,KLUCZBORSKI,OPOLSKIE,57,3
1604045,WOŁCZYN,KLUCZBORSKI,OPOLSKIE,53,1
1605014,GOGOLIN,KRAPKOWICKI,OPOLSKIE,48,1
1605015,GOGOLIN,KRAPKOWICKI,OPOLSKIE,27,
1605024,KRAPKOWICE,KRAPKOWICKI,OPOLSKIE,153,7
1605025,KRAPKOWICE,KRAPKOWICKI,OPOLSKIE,27,1
1605032,STRZELECZKI,KRAPKOWICKI,OPOLSKIE,26,1
1605042,WALCE,KRAPKOWICKI,OPOLSKIE,19,
1605054,ZDZIESZOWICE,KRAPKOWICKI,OPOLSKIE,105,
1605055,ZDZIESZOWICE,KRAPKOWICKI,OPOLSKIE,26,
1606012,DOMASZOWICE,NAMYSŁOWSKI,OPOLSKIE,30,1
1606024,NAMYSŁÓW,NAMYSŁOWSKI,OPOLSKIE,158,3
1606025,NAMYSŁÓW,NAMYSŁOWSKI,OPOLSKIE,39,1
1606032,POKÓJ,NAMYSŁOWSKI,OPOLSKIE,44,2
1606042,ŚWIERCZÓW,NAMYSŁOWSKI,OPOLSKIE,34,
1606052,WILKÓW,NAMYSŁOWSKI,OPOLSKIE,35,
1607014,GŁUCHOŁAZY,NYSKI,OPOLSKIE,136,1
1607015,GŁUCHOŁAZY,NYSKI,OPOLSKIE,79,1
1607022,KAMIENNIK,NYSKI,OPOLSKIE,30,
1607034,KORFANTÓW,NYSKI,OPOLSKIE,15,
1607035,KORFANTÓW,NYSKI,OPOLSKIE,34,
1607042,ŁAMBINOWICE,NYSKI,OPOLSKIE,52,2
1607054,NYSA,NYSKI,OPOLSKIE,417,3
1607055,NYSA,NYSKI,OPOLSKIE,75,1
1607064,OTMUCHÓW,NYSKI,OPOLSKIE,107,1
1607065,OTMUCHÓW,NYSKI,OPOLSKIE,97,1
1607074,PACZKÓW,NYSKI,OPOLSKIE,67,1
1607075,PACZKÓW,NYSKI,OPOLSKIE,37,
1607082,PAKOSŁAWICE,NYSKI,OPOLSKIE,23,1
1607092,SKOROSZYCE,NYSKI,OPOLSKIE,24,
1608014,DOBRODZIEŃ,OLESKI,OPOLSKIE,25,1
1608015,DOBRODZIEŃ,OLESKI,OPOLSKIE,29,
1608024,GORZÓW ŚLĄSKI,OLESKI,OPOLSKIE,15,3
1608025,GORZÓW ŚLĄSKI,OLESKI,OPOLSKIE,14,
1608034,OLESNO,OLESKI,OPOLSKIE,77,1
1608035,OLESNO,OLESKI,OPOLSKIE,30,2
1608044,PRASZKA,OLESKI,OPOLSKIE,99,4
1608045,PRASZKA,OLESKI,OPOLSKIE,49,2
1608052,RADŁÓW,OLESKI,OPOLSKIE,16,
1608062,RUDNIKI,OLESKI,OPOLSKIE,67,1
1608072,ZĘBOWICE,OLESKI,OPOLSKIE,17,
1609012,CHRZĄSTOWICE,OPOLSKI,OPOLSKIE,63,2
1609022,DĄBROWA,OPOLSKI,OPOLSKIE,54,
1609032,DOBRZEŃ WIELKI,OPOLSKI,OPOLSKIE,40,1
1609042,KOMPRACHCICE,OPOLSKI,OPOLSKIE,76,5
1609052,ŁUBNIANY,OPOLSKI,OPOLSKIE,63,3
1609062,MURÓW,OPOLSKI,OPOLSKIE,24,2
1609074,NIEMODLIN,OPOLSKI,OPOLSKIE,59,
1609075,NIEMODLIN,OPOLSKI,OPOLSKIE,33,1
1609084,OZIMEK,OPOLSKI,OPOLSKIE,96,1
1609085,OZIMEK,OPOLSKI,OPOLSKIE,51,2
1609092,POPIELÓW,OPOLSKI,OPOLSKIE,41,
1609104,PRÓSZKÓW,OPOLSKI,OPOLSKIE,8,
1609105,PRÓSZKÓW,OPOLSKI,OPOLSKIE,36,
1609112,TARNÓW OPOLSKI,OPOLSKI,OPOLSKIE,33,
1609124,TUŁOWICE,OPOLSKI,OPOLSKIE,39,
1609125,TUŁOWICE,OPOLSKI,OPOLSKIE,11,
1609132,TURAWA,OPOLSKI,OPOLSKIE,45,3
1610014,BIAŁA,PRUDNICKI,OPOLSKIE,27,1
1610015,BIAŁA,PRUDNICKI,OPOLSKIE,27,
1610024,GŁOGÓWEK,PRUDNICKI,OPOLSKIE,26,3
1610025,GŁOGÓWEK,PRUDNICKI,OPOLSKIE,34,
1610032,LUBRZA,PRUDNICKI,OPOLSKIE,14,
1610044,PRUDNIK,PRUDNICKI,OPOLSKIE,163,
1610045,PRUDNIK,PRUDNICKI,OPOLSKIE,32,
1611012,IZBICKO,STRZELECKI,OPOLSKIE,16,
1611022,JEMIELNICA,STRZELECKI,OPOLSKIE,20,
1611034,KOLONOWSKIE,STRZELECKI,OPOLSKIE,13,1
1611035,KOLONOWSKIE,STRZELECKI,OPOLSKIE,16,
1611044,LEŚNICA,STRZELECKI,OPOLSKIE,23,
1611045,LEŚNICA,STRZELECKI,OPOLSKIE,19,2
1611054,STRZELCE OPOLSKIE,STRZELECKI,OPOLSKIE,133,1
1611055,STRZELCE OPOLSKIE,STRZELECKI,OPOLSKIE,41,2
1611064,UJAZD,STRZELECKI,OPOLSKIE,12,1
1611065,UJAZD,STRZELECKI,OPOLSKIE,12,3
1611074,ZAWADZKIE,STRZELECKI,OPOLSKIE,70,1
1611075,ZAWADZKIE,STRZELECKI,OPOLSKIE,13,
1661011,OPOLE,OPOLE,OPOLSKIE,1155,66
1801032,CZARNA,BIESZCZADZKI,PODKARPACKIE,36,5
1801052,LUTOWISKA,BIESZCZADZKI,PODKARPACKIE,38,1
1801084,USTRZYKI DOLNE,BIESZCZADZKI,PODKARPACKIE,125,5
1801085,USTRZYKI DOLNE,BIESZCZADZKI,PODKARPACKIE,87,3
1802014,BRZOZÓW,BRZOZOWSKI,PODKARPACKIE,120,6
1802015,BRZOZÓW,BRZOZOWSKI,PODKARPACKIE,155,12
1802022,DOMARADZ,BRZOZOWSKI,PODKARPACKIE,73,2
1802032,DYDNIA,BRZOZOWSKI,PODKARPACKIE,56,2
1802042,HACZÓW,BRZOZOWSKI,PODKARPACKIE,63,3
1802052,JASIENICA ROSIELNA,BRZOZOWSKI,PODKARPACKIE,97,13
1802062,NOZDRZEC,BRZOZOWSKI,PODKARPACKIE,48,2
1803011,DĘBICA,DĘBICKI,PODKARPACKIE,367,7
1803024,BRZOSTEK,DĘBICKI,PODKARPACKIE,21,
1803025,BRZOSTEK,DĘBICKI,PODKARPACKIE,52,1
1803032,CZARNA,DĘBICKI,PODKARPACKIE,126,2
1803042,DĘBICA,DĘBICKI,PODKARPACKIE,179,3
1803052,JODŁOWA,DĘBICKI,PODKARPACKIE,19,
1803064,PILZNO,DĘBICKI,PODKARPACKIE,39,
1803065,PILZNO,DĘBICKI,PODKARPACKIE,58,1
1803072,ŻYRAKÓW,DĘBICKI,PODKARPACKIE,97,2
1804011,JAROSŁAW,JAROSŁAWSKI,PODKARPACKIE,393,9
1804021,RADYMNO,JAROSŁAWSKI,PODKARPACKIE,44,2
1804032,CHŁOPICE,JAROSŁAWSKI,PODKARPACKIE,34,1
1804042,JAROSŁAW,JAROSŁAWSKI,PODKARPACKIE,88,2
1804052,LASZKI,JAROSŁAWSKI,PODKARPACKIE,58,3
1804062,PAWŁOSIÓW,JAROSŁAWSKI,PODKARPACKIE,73,
1804074,PRUCHNIK,JAROSŁAWSKI,PODKARPACKIE,31,
1804075,PRUCHNIK,JAROSŁAWSKI,PODKARPACKIE,43,
1804082,RADYMNO,JAROSŁAWSKI,PODKARPACKIE,104,7
1804092,ROKIETNICA,JAROSŁAWSKI,PODKARPACKIE,30,1
1804102,ROŹWIENICA,JAROSŁAWSKI,PODKARPACKIE,34,
1804112,WIĄZOWNICA,JAROSŁAWSKI,PODKARPACKIE,74,3
1805011,JASŁO,JASIELSKI,PODKARPACKIE,372,7
1805022,BRZYSKA,JASIELSKI,PODKARPACKIE,36,2
1805032,DĘBOWIEC,JASIELSKI,PODKARPACKIE,55,3
1805042,JASŁO,JASIELSKI,PODKARPACKIE,124,1
1805054,KOŁACZYCE,JASIELSKI,PODKARPACKIE,12,
1805055,KOŁACZYCE,JASIELSKI,PODKARPACKIE,36,3
1805062,KREMPNA,JASIELSKI,PODKARPACKIE,21,
1805072,NOWY ŻMIGRÓD,JASIELSKI,PODKARPACKIE,104,2
1805082,OSIEK JASIELSKI,JASIELSKI,PODKARPACKIE,36,1
1805092,SKOŁYSZYN,JASIELSKI,PODKARPACKIE,71,
1805112,TARNOWIEC,JASIELSKI,PODKARPACKIE,67,2
1806012,CMOLAS,KOLBUSZOWSKI,PODKARPACKIE,23,
1806024,KOLBUSZOWA,KOLBUSZOWSKI,PODKARPACKIE,74,1
1806025,KOLBUSZOWA,KOLBUSZOWSKI,PODKARPACKIE,66,3
1806032,MAJDAN KRÓLEWSKI,KOLBUSZOWSKI,PODKARPACKIE,58,4
1806042,NIWISKA,KOLBUSZOWSKI,PODKARPACKIE,22,1
1806052,RANIŻÓW,KOLBUSZOWSKI,PODKARPACKIE,29,2
1806062,DZIKOWIEC,KOLBUSZOWSKI,PODKARPACKIE,17,1
1807012,CHORKÓWKA,KROŚNIEŃSKI,PODKARPACKIE,76,1
1807024,DUKLA,KROŚNIEŃSKI,PODKARPACKIE,33,
1807025,DUKLA,KROŚNIEŃSKI,PODKARPACKIE,116,3
1807034,IWONICZ-ZDRÓJ,KROŚNIEŃSKI,PODKARPACKIE,39,1
1807035,IWONICZ-ZDRÓJ,KROŚNIEŃSKI,PODKARPACKIE,74,3
1807044,JEDLICZE,KROŚNIEŃSKI,PODKARPACKIE,54,4
1807045,JEDLICZE,KROŚNIEŃSKI,PODKARPACKIE,85,
1807052,KORCZYNA,KROŚNIEŃSKI,PODKARPACKIE,104,13
1807062,KROŚCIENKO WYŻNE,KROŚNIEŃSKI,PODKARPACKIE,58,1
1807072,MIEJSCE PIASTOWE,KROŚNIEŃSKI,PODKARPACKIE,120,11
1807084,RYMANÓW,KROŚNIEŃSKI,PODKARPACKIE,49,
1807085,RYMANÓW,KROŚNIEŃSKI,PODKARPACKIE,99,3
1807092,WOJASZÓWKA,KROŚNIEŃSKI,PODKARPACKIE,75,3
1807102,JAŚLISKA,KROŚNIEŃSKI,PODKARPACKIE,13,2
1808011,LEŻAJSK,LEŻAJSKI,PODKARPACKIE,161,9
1808022,GRODZISKO DOLNE,LEŻAJSKI,PODKARPACKIE,48,2
1808032,KURYŁÓWKA,LEŻAJSKI,PODKARPACKIE,31,1
1808042,LEŻAJSK,LEŻAJSKI,PODKARPACKIE,107,1
1808054,NOWA SARZYNA,LEŻAJSKI,PODKARPACKIE,46,
1808055,NOWA SARZYNA,LEŻAJSKI,PODKARPACKIE,65,1
1809011,LUBACZÓW,LUBACZOWSKI,PODKARPACKIE,116,3
1809024,CIESZANÓW,LUBACZOWSKI,PODKARPACKIE,24,1
1809025,CIESZANÓW,LUBACZOWSKI,PODKARPACKIE,34,2
1809032,HORYNIEC-ZDRÓJ,LUBACZOWSKI,PODKARPACKIE,66,1
1809042,LUBACZÓW,LUBACZOWSKI,PODKARPACKIE,55,3
1809054,NAROL,LUBACZOWSKI,PODKARPACKIE,15,1
1809055,NAROL,LUBACZOWSKI,PODKARPACKIE,43,1
1809064,OLESZYCE,LUBACZOWSKI,PODKARPACKIE,33,2
1809065,OLESZYCE,LUBACZOWSKI,PODKARPACKIE,25,
1809072,STARY DZIKÓW,LUBACZOWSKI,PODKARPACKIE,33,
1809082,WIELKIE OCZY,LUBACZOWSKI,PODKARPACKIE,30,
1810011,ŁAŃCUT,ŁAŃCUCKI,PODKARPACKIE,158,2
1810022,BIAŁOBRZEGI,ŁAŃCUCKI,PODKARPACKIE,41,
1810032,CZARNA,ŁAŃCUCKI,PODKARPACKIE,56,2
1810042,ŁAŃCUT,ŁAŃCUCKI,PODKARPACKIE,117,7
1810052,MARKOWA,ŁAŃCUCKI,PODKARPACKIE,46,
1810062,RAKSZAWA,ŁAŃCUCKI,PODKARPACKIE,35,2
1810072,ŻOŁYNIA,ŁAŃCUCKI,PODKARPACKIE,31,
1811011,MIELEC,MIELECKI,PODKARPACKIE,454,11
1811022,BOROWA,MIELECKI,PODKARPACKIE,17,
1811032,CZERMIN,MIELECKI,PODKARPACKIE,19,
