"Kod TERYT";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok nazwiska kandydata na liście, której rejestracja została unieważniona";"Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI - ZPOW-601-6/19";"KOMITET WYBORCZY AKCJA ZAWIEDZIONYCH EMERYTÓW RENCISTÓW - ZPOW-601-21/19";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ - ZPOW-601-5/19";"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE - ZPOW-601-19/19";"KOMITET WYBORCZY PRAWICA - ZPOW-601-20/19";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ - ZPOW-601-9/19";"KOMITET WYBORCZY SKUTECZNI PIOTRA LIROYA-MARCA - ZPOW-601-17/19";"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ - ZPOW-601-1/19";"KOMITET WYBORCZY WYBORCÓW KOALICJA BEZPARTYJNI I SAMORZĄDOWCY - ZPOW-601-10/19";"KOMITET WYBORCZY WYBORCÓW MNIEJSZOŚĆ NIEMIECKA - ZPOW-601-15/19"
"142901";"m. Sokołów Podlaski";"sokołowski";"mazowieckie";"13960";"15003";"4242";"9717";"22";"75";"2";"2";"0";"0";"0";"0";"2";"9717";"2";"0";"9717";"112";"49";"63";"0";"9605";"1600";"38";"696";"1287";"";"4980";"";"870";"134";""
"142902";"gm. Bielany";"sokołowski";"mazowieckie";"2736";"2973";"834";"1902";"1";"1";"0";"0";"0";"0";"0";"0";"0";"1902";"0";"0";"1902";"28";"19";"9";"0";"1874";"51";"1";"85";"189";"";"1486";"";"42";"20";""
"142903";"gm. Ceranów";"sokołowski";"mazowieckie";"1681";"1843";"617";"1064";"1";"2";"0";"0";"0";"0";"0";"0";"0";"1064";"0";"0";"1064";"24";"10";"14";"0";"1040";"42";"2";"46";"128";"";"785";"";"28";"9";""
"142904";"gm. Jabłonna Lacka";"sokołowski";"mazowieckie";"3399";"3732";"1121";"2278";"9";"9";"1";"1";"0";"0";"0";"0";"1";"2279";"1";"0";"2279";"44";"16";"28";"0";"2235";"92";"5";"96";"375";"";"1572";"";"76";"19";""
"142905";"gm. Kosów Lacki";"sokołowski";"mazowieckie";"4541";"4951";"1599";"2942";"7";"24";"0";"0";"0";"0";"0";"0";"0";"2942";"0";"0";"2942";"41";"22";"19";"0";"2901";"214";"8";"150";"379";"";"2042";"";"86";"22";""
"142906";"gm. Repki";"sokołowski";"mazowieckie";"3958";"4278";"1300";"2658";"7";"15";"0";"0";"0";"0";"0";"0";"0";"2658";"0";"0";"2658";"41";"20";"21";"0";"2617";"78";"5";"103";"530";"";"1840";"";"50";"11";""
"142907";"gm. Sabnie";"sokołowski";"mazowieckie";"2758";"3026";"938";"1820";"3";"2";"0";"0";"0";"0";"0";"0";"0";"1820";"0";"0";"1820";"27";"15";"12";"0";"1793";"103";"1";"107";"403";"";"1119";"";"58";"2";""
"142908";"gm. Sokołów Podlaski";"sokołowski";"mazowieckie";"4425";"4864";"1440";"2986";"2";"8";"0";"0";"0";"0";"0";"0";"0";"2985";"0";"0";"2985";"38";"24";"14";"0";"2947";"208";"12";"170";"428";"";"1946";"";"106";"77";""
"142909";"gm. Sterdyń";"sokołowski";"mazowieckie";"3018";"3310";"1096";"1922";"2";"26";"0";"0";"0";"0";"0";"0";"0";"1922";"0";"0";"1922";"32";"18";"14";"0";"1890";"106";"9";"81";"374";"";"1234";"";"70";"16";""
"143001";"gm. Chlewiska";"szydłowiecki";"mazowieckie";"4495";"5031";"1908";"2587";"10";"18";"0";"0";"0";"0";"0";"0";"0";"2587";"0";"0";"2587";"70";"42";"28";"0";"2517";"257";"";"84";"353";"";"1692";"15";"104";"12";""
"143002";"gm. Jastrząb";"szydłowiecki";"mazowieckie";"3835";"4164";"1487";"2348";"3";"4";"0";"0";"0";"0";"0";"0";"0";"2348";"0";"0";"2348";"27";"17";"10";"0";"2321";"194";"";"191";"176";"";"1627";"12";"101";"20";""
"143003";"gm. Mirów";"szydłowiecki";"mazowieckie";"2776";"3049";"1119";"1657";"3";"2";"0";"0";"0";"0";"0";"0";"0";"1657";"0";"0";"1657";"39";"26";"13";"0";"1618";"106";"";"91";"70";"";"1267";"21";"51";"12";""
"143004";"gm. Orońsko";"szydłowiecki";"mazowieckie";"4235";"4678";"1434";"2801";"3";"8";"0";"0";"0";"0";"0";"0";"0";"2801";"0";"0";"2801";"25";"13";"12";"0";"2776";"250";"";"140";"171";"";"1999";"13";"175";"28";""
"143005";"gm. Szydłowiec";"szydłowiecki";"mazowieckie";"13607";"14757";"5185";"8422";"10";"36";"2";"2";"0";"0";"0";"0";"2";"8422";"2";"0";"8422";"95";"58";"37";"0";"8327";"1495";"";"459";"491";"";"5210";"67";"545";"60";""
"143201";"gm. Błonie";"warszawski zachodni";"mazowieckie";"15012";"16555";"4024";"10988";"11";"62";"0";"0";"0";"0";"0";"0";"0";"10982";"0";"0";"10982";"113";"59";"54";"0";"10869";"3284";"";"604";"745";"";"4608";"";"1437";"191";""
"143202";"gm. Izabelin";"warszawski zachodni";"mazowieckie";"7449";"8153";"1277";"6172";"8";"58";"2";"2";"1";"1";"0";"0";"0";"6172";"0";"1";"6171";"50";"27";"23";"0";"6121";"1967";"";"440";"481";"";"2343";"";"809";"81";""
"143203";"gm. Kampinos";"warszawski zachodni";"mazowieckie";"3243";"3574";"1002";"2241";"6";"18";"0";"0";"0";"0";"0";"0";"0";"2240";"0";"1";"2239";"29";"14";"15";"0";"2210";"436";"";"120";"208";"";"1166";"";"237";"43";""
"143204";"gm. Leszno";"warszawski zachodni";"mazowieckie";"7047";"7923";"1925";"5122";"5";"47";"0";"0";"0";"0";"0";"0";"0";"5122";"0";"2";"5120";"69";"43";"26";"0";"5051";"1404";"";"279";"491";"";"2103";"";"702";"72";""
"143205";"gm. Łomianki";"warszawski zachodni";"mazowieckie";"18744";"20321";"2826";"15918";"18";"176";"1";"1";"0";"0";"0";"0";"1";"15913";"1";"0";"15913";"102";"51";"51";"0";"15811";"6009";"";"1032";"831";"";"5270";"";"2366";"303";""
"143206";"gm. Ożarów Mazowiecki";"warszawski zachodni";"mazowieckie";"16713";"18853";"3292";"13411";"5";"134";"1";"1";"0";"0";"0";"0";"1";"13408";"1";"0";"13408";"110";"60";"50";"0";"13298";"3989";"";"1014";"999";"";"5364";"";"1592";"340";""
"143207";"gm. Stare Babice";"warszawski zachodni";"mazowieckie";"12753";"14210";"2046";"10707";"10";"103";"1";"1";"0";"0";"0";"0";"1";"10702";"1";"2";"10700";"69";"41";"28";"0";"10631";"3785";"";"757";"724";"";"3841";"";"1351";"173";""
"143301";"m. Węgrów";"węgrowski";"mazowieckie";"9198";"10133";"2850";"6348";"10";"36";"1";"1";"0";"0";"0";"0";"1";"6349";"1";"0";"6349";"110";"53";"57";"0";"6239";"1844";"19";"447";"526";"";"2871";"";"477";"55";""
"143302";"gm. Grębków";"węgrowski";"mazowieckie";"3194";"3596";"1243";"1951";"6";"11";"0";"0";"0";"0";"0";"0";"0";"1951";"0";"0";"1951";"35";"15";"20";"0";"1916";"149";"4";"99";"203";"";"1364";"";"89";"8";""
"143303";"gm. Korytnica";"węgrowski";"mazowieckie";"4510";"4953";"1628";"2882";"2";"12";"0";"0";"0";"0";"0";"0";"0";"2882";"0";"0";"2882";"59";"33";"26";"0";"2823";"199";"4";"117";"255";"";"2148";"";"80";"20";""
"143304";"gm. Liw";"węgrowski";"mazowieckie";"5361";"5948";"1843";"3498";"6";"32";"0";"0";"0";"0";"0";"0";"0";"3498";"0";"2";"3496";"58";"30";"28";"0";"3438";"447";"14";"209";"344";"";"2221";"";"169";"34";""
"143305";"gm. Łochów";"węgrowski";"mazowieckie";"12588";"14043";"3900";"8688";"7";"63";"0";"0";"0";"0";"0";"0";"0";"8688";"0";"1";"8687";"103";"55";"48";"0";"8584";"912";"30";"697";"1033";"";"5349";"";"462";"101";""
"143306";"gm. Miedzna";"węgrowski";"mazowieckie";"2910";"3214";"918";"1992";"5";"6";"0";"0";"0";"0";"0";"0";"0";"1992";"0";"0";"1992";"39";"18";"21";"0";"1953";"156";"9";"92";"240";"";"1362";"";"71";"23";""
"143307";"gm. Sadowne";"węgrowski";"mazowieckie";"4338";"4727";"1569";"2769";"1";"25";"0";"0";"0";"0";"0";"0";"0";"2769";"0";"0";"2769";"53";"31";"22";"0";"2716";"254";"8";"129";"308";"";"1877";"";"119";"21";""
"143308";"gm. Stoczek";"węgrowski";"mazowieckie";"3638";"3977";"1363";"2275";"3";"14";"0";"0";"0";"0";"0";"0";"0";"2275";"0";"0";"2275";"30";"16";"14";"0";"2245";"191";"7";"113";"261";"";"1548";"";"95";"30";""
"143309";"gm. Wierzbno";"węgrowski";"mazowieckie";"2070";"2278";"707";"1363";"4";"4";"0";"0";"0";"0";"0";"0";"0";"1363";"0";"0";"1363";"39";"29";"10";"0";"1324";"82";"4";"58";"206";"";"918";"";"47";"9";""
"143401";"m. Kobyłka";"wołomiński";"mazowieckie";"15981";"17691";"3211";"12770";"19";"53";"0";"0";"0";"0";"0";"0";"0";"12768";"0";"2";"12766";"91";"44";"47";"0";"12675";"3532";"";"985";"787";"";"5448";"";"1495";"428";""
"143402";"m. Marki";"wołomiński";"mazowieckie";"21825";"25216";"4499";"17326";"10";"132";"0";"0";"0";"0";"0";"0";"0";"17323";"0";"0";"17323";"124";"64";"60";"0";"17199";"4891";"";"1463";"1107";"";"6903";"";"2262";"573";""
"143403";"m. Ząbki";"wołomiński";"mazowieckie";"23233";"26061";"4712";"18521";"7";"226";"0";"0";"0";"0";"0";"0";"0";"18501";"0";"1";"18500";"124";"72";"52";"0";"18376";"5162";"";"1601";"1384";"";"7152";"";"2611";"466";""
"143404";"m. Zielonka";"wołomiński";"mazowieckie";"12805";"13574";"2698";"10107";"6";"61";"1";"1";"0";"0";"0";"0";"1";"10104";"1";"0";"10104";"73";"40";"33";"0";"10031";"2853";"";"838";"693";"";"4137";"";"1249";"261";""
"143405";"gm. Dąbrówka";"wołomiński";"mazowieckie";"5559";"6212";"1379";"4180";"5";"16";"0";"0";"0";"0";"0";"0";"0";"4180";"0";"0";"4180";"66";"40";"26";"0";"4114";"393";"";"222";"268";"";"2924";"";"237";"70";""
"143406";"gm. Jadów";"wołomiński";"mazowieckie";"5512";"6057";"2089";"3423";"6";"31";"0";"0";"0";"0";"0";"0";"0";"3423";"0";"0";"3423";"72";"51";"21";"0";"3351";"432";"";"180";"404";"";"2058";"";"218";"59";""
"143407";"gm. Klembów";"wołomiński";"mazowieckie";"6937";"7706";"1979";"4957";"4";"13";"0";"0";"0";"0";"0";"0";"0";"4957";"0";"2";"4955";"60";"38";"22";"0";"4895";"716";"";"342";"363";"";"3032";"";"338";"104";""
"143408";"gm. Poświętne";"wołomiński";"mazowieckie";"4378";"4843";"1419";"2959";"1";"9";"0";"0";"0";"0";"0";"0";"0";"2958";"0";"0";"2958";"48";"27";"21";"0";"2910";"202";"";"191";"213";"";"2135";"";"136";"33";""
"143409";"gm. Radzymin";"wołomiński";"mazowieckie";"17938";"19926";"4464";"13474";"8";"125";"1";"1";"0";"0";"0";"0";"1";"13468";"1";"0";"13468";"104";"64";"40";"0";"13364";"2747";"";"848";"1032";"";"7198";"";"1248";"291";""
"143410";"gm. Strachówka";"wołomiński";"mazowieckie";"2079";"2262";"888";"1191";"4";"5";"0";"0";"0";"0";"0";"0";"0";"1190";"0";"0";"1190";"33";"23";"10";"0";"1157";"95";"";"50";"161";"";"763";"";"66";"22";""
"143411";"gm. Tłuszcz";"wołomiński";"mazowieckie";"13956";"15415";"4524";"9450";"3";"36";"0";"0";"0";"0";"0";"0";"0";"9446";"0";"0";"9446";"164";"95";"69";"0";"9282";"1107";"";"572";"1039";"";"5694";"";"725";"145";""
"143412";"gm. Wołomin";"wołomiński";"mazowieckie";"35802";"39187";"8727";"27077";"18";"101";"1";"1";"0";"0";"0";"0";"1";"27073";"1";"0";"27073";"213";"94";"119";"0";"26860";"5921";"";"2281";"1796";"";"12996";"";"3137";"729";""
"143501";"gm. Brańszczyk";"wyszkowski";"mazowieckie";"6133";"6675";"2264";"3869";"7";"17";"0";"0";"0";"0";"0";"0";"0";"3869";"0";"0";"3869";"62";"43";"19";"0";"3807";"255";"14";"214";"567";"";"2496";"";"224";"37";""
"143502";"gm. Długosiodło";"wyszkowski";"mazowieckie";"5542";"6103";"2083";"3459";"4";"17";"0";"0";"0";"0";"0";"0";"0";"3459";"0";"0";"3459";"75";"44";"31";"0";"3384";"210";"6";"160";"750";"";"2099";"";"139";"20";""
"143503";"gm. Rząśnik";"wyszkowski";"mazowieckie";"4931";"5474";"1537";"3394";"2";"13";"0";"0";"0";"0";"0";"0";"0";"3394";"0";"0";"3394";"80";"51";"29";"0";"3314";"158";"11";"191";"442";"";"2349";"";"132";"31";""
"143504";"gm. Somianka";"wyszkowski";"mazowieckie";"4112";"4608";"1305";"2807";"2";"27";"0";"0";"0";"0";"0";"0";"0";"2807";"0";"0";"2807";"62";"41";"21";"0";"2745";"220";"12";"146";"504";"";"1721";"";"122";"20";""
"143505";"gm. Wyszków";"wyszkowski";"mazowieckie";"27612";"30451";"8743";"18867";"43";"123";"0";"0";"0";"0";"0";"0";"0";"18868";"0";"0";"18868";"216";"123";"93";"0";"18652";"3193";"60";"1648";"2359";"";"9785";"";"1373";"234";""
"143506";"gm. Zabrodzie";"wyszkowski";"mazowieckie";"4232";"4722";"1443";"2789";"2";"30";"0";"0";"0";"0";"0";"0";"0";"2788";"0";"0";"2788";"49";"37";"12";"0";"2739";"289";"12";"155";"290";"";"1848";"";"118";"27";""
"143601";"gm. Kazanów";"zwoleński";"mazowieckie";"3365";"3666";"1268";"2097";"7";"8";"0";"0";"0";"0";"0";"0";"0";"2097";"0";"0";"2097";"21";"10";"11";"0";"2076";"174";"";"99";"234";"";"1454";"11";"94";"10";""
"143602";"gm. Policzna";"zwoleński";"mazowieckie";"4278";"4741";"1851";"2427";"7";"11";"0";"0";"0";"0";"0";"0";"0";"2427";"0";"0";"2427";"42";"19";"23";"0";"2385";"221";"";"126";"328";"";"1556";"19";"120";"15";""
"143603";"gm. Przyłęk";"zwoleński";"mazowieckie";"4510";"4938";"2088";"2422";"1";"11";"0";"0";"0";"0";"0";"0";"0";"2422";"0";"0";"2422";"38";"28";"10";"0";"2384";"143";"";"114";"320";"";"1689";"4";"96";"18";""
"143604";"gm. Tczów";"zwoleński";"mazowieckie";"3479";"3819";"1379";"2100";"2";"10";"0";"0";"0";"0";"0";"0";"0";"2100";"0";"0";"2100";"33";"18";"15";"0";"2067";"89";"";"92";"327";"";"1456";"13";"76";"14";""
"143605";"gm. Zwoleń";"zwoleński";"mazowieckie";"11234";"12129";"4126";"7108";"12";"42";"0";"0";"0";"0";"0";"0";"0";"7107";"0";"0";"7107";"85";"49";"36";"0";"7022";"746";"";"466";"1174";"";"4083";"50";"465";"38";""
"143701";"gm. Bieżuń";"żuromiński";"mazowieckie";"3627";"3953";"1451";"2176";"4";"9";"0";"0";"0";"0";"0";"0";"0";"2176";"0";"0";"2176";"32";"20";"12";"0";"2144";"147";"";"79";"394";"";"1360";"";"138";"26";""
"143702";"gm. Kuczbork-Osada";"żuromiński";"mazowieckie";"3451";"3793";"1491";"1960";"1";"4";"1";"1";"0";"0";"0";"0";"1";"1961";"1";"0";"1961";"51";"23";"28";"0";"1910";"126";"";"73";"538";"";"1015";"";"141";"17";""
"143703";"gm. Lubowidz";"żuromiński";"mazowieckie";"5083";"5514";"2153";"2930";"9";"30";"0";"0";"0";"0";"0";"0";"0";"2930";"0";"0";"2930";"78";"55";"23";"0";"2852";"392";"";"105";"426";"";"1710";"";"177";"42";""
"143704";"gm. Lutocin";"żuromiński";"mazowieckie";"3200";"3527";"1373";"1827";"0";"4";"0";"0";"0";"0";"0";"0";"0";"1827";"0";"0";"1827";"41";"26";"15";"0";"1786";"103";"";"74";"290";"";"1226";"";"84";"9";""
"143705";"gm. Siemiątkowo";"żuromiński";"mazowieckie";"2552";"2832";"1154";"1398";"5";"3";"0";"0";"0";"0";"0";"0";"0";"1398";"0";"0";"1398";"24";"15";"9";"0";"1374";"58";"";"21";"216";"";"1008";"";"62";"9";""
"143706";"gm. Żuromin";"żuromiński";"mazowieckie";"10574";"11474";"4143";"6431";"15";"31";"0";"0";"0";"0";"0";"0";"0";"6431";"0";"0";"6431";"74";"50";"24";"0";"6357";"918";"";"283";"1275";"";"3091";"";"727";"63";""
"143801";"m. Żyrardów";"żyrardowski";"mazowieckie";"27333";"29949";"7771";"19562";"22";"104";"2";"2";"0";"0";"0";"0";"2";"19562";"2";"0";"19562";"179";"109";"70";"0";"19383";"5847";"";"1148";"1478";"";"7941";"";"2533";"436";""
"143802";"gm. Mszczonów";"żyrardowski";"mazowieckie";"8067";"8945";"2700";"5367";"4";"34";"0";"0";"0";"0";"0";"0";"0";"5367";"0";"0";"5367";"93";"65";"28";"0";"5274";"787";"";"357";"711";"";"2842";"";"401";"176";""
"143803";"gm. Puszcza Mariańska";"żyrardowski";"mazowieckie";"6165";"6845";"2212";"3953";"0";"29";"0";"0";"0";"0";"0";"0";"0";"3953";"0";"0";"3953";"63";"37";"26";"0";"3890";"604";"";"235";"482";"";"2141";"";"337";"91";""
"143804";"gm. Radziejowice";"żyrardowski";"mazowieckie";"4007";"4528";"996";"3011";"7";"49";"0";"0";"0";"0";"0";"0";"0";"3011";"0";"0";"3011";"45";"27";"18";"0";"2966";"584";"";"207";"534";"";"1295";"";"287";"59";""
"143805";"gm. Wiskitki";"żyrardowski";"mazowieckie";"7101";"7890";"2515";"4586";"7";"16";"0";"0";"0";"0";"0";"0";"0";"4585";"0";"0";"4585";"76";"49";"27";"0";"4509";"598";"";"316";"477";"";"2704";"";"309";"105";""
"146101";"m. Ostrołęka";"Ostrołęka";"mazowieckie";"37341";"40107";"13107";"24234";"20";"125";"6";"6";"0";"0";"0";"0";"6";"24236";"6";"0";"24236";"256";"113";"143";"0";"23980";"4868";"91";"1785";"2305";"";"12087";"";"2542";"302";""
"146201";"m. Płock";"Płock";"mazowieckie";"85096";"92579";"25666";"59428";"54";"357";"7";"5";"0";"0";"0";"0";"5";"59412";"5";"0";"59412";"486";"285";"201";"0";"58926";"17144";"";"2985";"7210";"";"23951";"";"7001";"635";""
"146301";"m. Radom";"Radom";"mazowieckie";"148656";"160150";"44735";"103913";"92";"475";"20";"18";"1";"0";"0";"0";"17";"103918";"17";"6";"103912";"630";"283";"347";"0";"103282";"29160";"";"6361";"6091";"";"49314";"953";"10468";"935";""
"146401";"m. Siedlce";"Siedlce";"mazowieckie";"54566";"59557";"15734";"38832";"30";"218";"4";"4";"0";"0";"0";"0";"4";"38830";"4";"1";"38829";"284";"146";"138";"0";"38545";"8171";"125";"2966";"3498";"";"19096";"";"4150";"539";""
"146502";"Bemowo";"Warszawa";"mazowieckie";"85649";"95372";"9268";"76377";"58";"956";"2";"2";"0";"0";"0";"0";"2";"76327";"2";"16";"76311";"339";"141";"198";"0";"75972";"33842";"";"5121";"4087";"";"19478";"";"13444";"";""
"146503";"Białołęka";"Warszawa";"mazowieckie";"80853";"90543";"9794";"71060";"42";"968";"10";"10";"0";"0";"0";"0";"10";"71045";"10";"15";"71030";"329";"159";"170";"0";"70701";"30385";"";"5173";"4437";"";"18477";"";"12229";"";""
"146504";"Bielany";"Warszawa";"mazowieckie";"94552";"104178";"13524";"81026";"107";"1061";"12";"12";"0";"0";"0";"0";"12";"80964";"12";"27";"80937";"407";"192";"215";"0";"80530";"33245";"";"5362";"3712";"";"24938";"";"13273";"";""
"146505";"Mokotów";"Warszawa";"mazowieckie";"154943";"176443";"19023";"135904";"157";"2714";"29";"28";"0";"1";"0";"0";"28";"135834";"28";"23";"135811";"749";"345";"404";"0";"135062";"60320";"";"8038";"6038";"";"33872";"";"26794";"";""
"146506";"Ochota";"Warszawa";"mazowieckie";"58858";"65896";"9009";"49845";"100";"1154";"17";"17";"0";"0";"0";"0";"17";"49846";"17";"5";"49841";"271";"124";"147";"0";"49570";"21308";"";"3275";"2295";"";"13268";"";"9424";"";""
"146507";"Praga-Południe";"Warszawa";"mazowieckie";"130502";"145781";"19484";"111021";"93";"1707";"18";"17";"1";"0";"0";"0";"16";"110969";"16";"32";"110937";"684";"292";"392";"0";"110253";"46444";"";"6711";"5163";"";"32409";"";"19526";"";""
"146508";"Praga-Północ";"Warszawa";"mazowieckie";"43901";"49514";"9995";"33906";"30";"615";"5";"5";"0";"0";"0";"0";"5";"33886";"5";"14";"33872";"224";"108";"116";"0";"33648";"11918";"";"2050";"1378";"";"12131";"";"6171";"";""
"146509";"Rembertów";"Warszawa";"mazowieckie";"16250";"18109";"2455";"13795";"10";"134";"0";"0";"0";"0";"0";"0";"0";"13794";"0";"1";"13793";"70";"25";"45";"0";"13723";"5571";"";"928";"695";"";"4442";"";"2087";"";""
"146510";"Śródmieście";"Warszawa";"mazowieckie";"79805";"91567";"11318";"68479";"123";"3394";"29";"26";"4";"1";"0";"0";"21";"68407";"21";"9";"68398";"360";"153";"207";"0";"68038";"28858";"";"3642";"2712";"";"19112";"";"13714";"";""
"146511";"Targówek";"Warszawa";"mazowieckie";"87956";"97222";"16159";"71748";"54";"665";"9";"9";"1";"0";"0";"0";"9";"71715";"9";"80";"71635";"416";"204";"212";"0";"71219";"27465";"";"4699";"3465";"";"25083";"";"10507";"";""
"146512";"Ursus";"Warszawa";"mazowieckie";"39211";"44418";"4785";"34425";"30";"374";"2";"2";"0";"0";"0";"0";"2";"34382";"2";"1";"34381";"213";"112";"101";"0";"34168";"14093";"";"2477";"1752";"";"11283";"";"4563";"";""
"146513";"Ursynów";"Warszawa";"mazowieckie";"107511";"117006";"11595";"95889";"75";"1366";"18";"17";"3";"0";"0";"0";"15";"95827";"15";"38";"95789";"422";"165";"257";"0";"95367";"45818";"";"5533";"4574";"";"22124";"";"17318";"";""
"146514";"Wawer";"Warszawa";"mazowieckie";"53729";"58958";"7565";"46142";"49";"536";"3";"3";"0";"0";"0";"0";"3";"46140";"3";"16";"46124";"235";"105";"130";"0";"45889";"19338";"";"2745";"2982";"";"15255";"";"5569";"";""
"146515";"Wesoła";"Warszawa";"mazowieckie";"17018";"18904";"1779";"15239";"14";"128";"3";"3";"1";"0";"0";"0";"2";"15239";"2";"0";"15239";"109";"51";"58";"0";"15130";"6312";"";"1077";"1008";"";"4625";"";"2108";"";""
